Name,Preferred Subject,Age,Proficiency,name,age,subject,score
Donna Jackson,Social Sciences,14.0,1.0,,,,
Michelle Williams,Personal Development,15.0,10.0,,,,
Donald Lewis,Business,17.0,6.0,,,,
Richard Taylor,Data Science,13.0,4.0,,,,
Linda Ramirez,Personal Development,16.0,1.0,,,,
Matthew Taylor,Physical Science and Engineering,17.0,7.0,,,,
Karen Wilson,Business,17.0,0.0,,,,
Patricia Ramirez,Data Science,13.0,0.0,,,,
Elizabeth Jones,Arts and Humanities,17.0,5.0,,,,
Richard Hernandez,Social Sciences,15.0,3.0,,,,
Anthony Jackson,Language Learning,13.0,7.0,,,,
Sandra Jones,Business,12.0,1.0,,,,
Christopher Ramirez,Computer Science,16.0,10.0,,,,
Barbara Harris,Arts and Humanities,15.0,8.0,,,,
Jennifer Thomas,Social Sciences,16.0,6.0,,,,
Nancy Lee,Social Sciences,18.0,0.0,,,,
Barbara Hernandez,Business,17.0,5.0,,,,
Patricia Smith,Health,13.0,6.0,,,,
Mark Rodriguez,Information Technology,17.0,6.0,,,,
Susan Harris,Health,12.0,8.0,,,,
David Jackson,Math and Logic,13.0,8.0,,,,
David Thomas,Social Sciences,16.0,0.0,,,,
Jennifer Jones,Computer Science,18.0,3.0,,,,
Michelle Wilson,Arts and Humanities,12.0,1.0,,,,
Margaret Gonzalez,Information Technology,14.0,10.0,,,,
Margaret Thomas,Language Learning,16.0,6.0,,,,
Matthew Smith,Computer Science,14.0,6.0,,,,
John Moore,Data Science,17.0,4.0,,,,
Richard White,Information Technology,17.0,7.0,,,,
Lisa Smith,Information Technology,14.0,9.0,,,,
Christopher Harris,Math and Logic,17.0,5.0,,,,
Kimberly Miller,Language Learning,13.0,10.0,,,,
Mary Perez,Data Science,18.0,1.0,,,,
James Lee,Data Science,13.0,2.0,,,,
Jessica Davis,Computer Science,13.0,7.0,,,,
Daniel Martinez,Business,13.0,9.0,,,,
William Brown,Data Science,14.0,8.0,,,,
Matthew Taylor,Math and Logic,12.0,3.0,,,,
Donna Martinez,Computer Science,15.0,1.0,,,,
David Williams,Information Technology,18.0,2.0,,,,
John Martinez,Personal Development,17.0,4.0,,,,
Charles Anderson,Language Learning,14.0,2.0,,,,
Kimberly Martin,Data Science,12.0,8.0,,,,
Kimberly Hernandez,Computer Science,16.0,10.0,,,,
Margaret Lewis,Math and Logic,14.0,5.0,,,,
William Hernandez,Health,17.0,3.0,,,,
Ashley Lopez,Social Sciences,17.0,5.0,,,,
Richard Garcia,Language Learning,14.0,10.0,,,,
Betty Smith,Arts and Humanities,16.0,10.0,,,,
Joseph Davis,Data Science,13.0,4.0,,,,
William Miller,Personal Development,16.0,1.0,,,,
Mary Jackson,Language Learning,15.0,6.0,,,,
Steven Garcia,Physical Science and Engineering,18.0,0.0,,,,
Linda Lopez,Information Technology,15.0,1.0,,,,
John Gonzalez,Math and Logic,12.0,9.0,,,,
Thomas Harris,Personal Development,15.0,9.0,,,,
Paul Martin,Information Technology,13.0,1.0,,,,
Patricia Martin,Health,14.0,9.0,,,,
Patricia Perez,Arts and Humanities,14.0,8.0,,,,
Michael Lee,Health,18.0,10.0,,,,
Mary Johnson,Language Learning,15.0,4.0,,,,
Linda Wilson,Health,18.0,8.0,,,,
Mark Gonzalez,Computer Science,15.0,0.0,,,,
Linda Moore,Language Learning,17.0,8.0,,,,
Thomas Thomas,Data Science,14.0,7.0,,,,
Elizabeth Miller,Language Learning,15.0,0.0,,,,
James Martinez,Math and Logic,13.0,1.0,,,,
Anthony Perez,Physical Science and Engineering,17.0,7.0,,,,
Michael Perez,Arts and Humanities,12.0,0.0,,,,
Kimberly Rodriguez,Business,14.0,8.0,,,,
Michelle Martin,Physical Science and Engineering,17.0,10.0,,,,
William Wilson,Health,17.0,6.0,,,,
Michael Taylor,Personal Development,16.0,7.0,,,,
Michelle Brown,Information Technology,14.0,1.0,,,,
Charles Brown,Business,16.0,5.0,,,,
Michael Thomas,Information Technology,14.0,2.0,,,,
Richard Martin,Personal Development,17.0,0.0,,,,
Richard Harris,Language Learning,12.0,7.0,,,,
Thomas Clark,Math and Logic,17.0,7.0,,,,
Kimberly Miller,Arts and Humanities,15.0,10.0,,,,
Daniel Thompson,Arts and Humanities,14.0,1.0,,,,
Anthony Martinez,Math and Logic,17.0,0.0,,,,
David Johnson,Computer Science,16.0,7.0,,,,
Emily Thomas,Information Technology,12.0,4.0,,,,
Susan Thompson,Information Technology,15.0,0.0,,,,
Donald Hernandez,Business,12.0,4.0,,,,
Jessica Smith,Arts and Humanities,15.0,3.0,,,,
James Perez,Information Technology,12.0,3.0,,,,
Jennifer Robinson,Health,14.0,6.0,,,,
Linda Clark,Arts and Humanities,12.0,8.0,,,,
Andrew Perez,Language Learning,13.0,9.0,,,,
Ashley Jones,Data Science,13.0,5.0,,,,
Jennifer Harris,Business,12.0,7.0,,,,
Steven Williams,Physical Science and Engineering,16.0,9.0,,,,
Michael Lewis,Business,17.0,6.0,,,,
Thomas Lee,Arts and Humanities,12.0,7.0,,,,
Joseph Anderson,Language Learning,15.0,2.0,,,,
Charles Rodriguez,Data Science,16.0,10.0,,,,
Sandra Johnson,Computer Science,16.0,4.0,,,,
Michael Clark,Math and Logic,12.0,6.0,,,,
Barbara Ramirez,Data Science,17.0,1.0,,,,
John Ramirez,Data Science,18.0,10.0,,,,
Charles Lopez,Health,14.0,0.0,,,,
Christopher Wilson,Math and Logic,12.0,5.0,,,,
Linda Brown,Physical Science and Engineering,13.0,1.0,,,,
John Smith,Physical Science and Engineering,18.0,1.0,,,,
William Perez,Math and Logic,18.0,0.0,,,,
David Hernandez,Data Science,14.0,9.0,,,,
Daniel Lewis,Computer Science,18.0,0.0,,,,
Mark Martin,Arts and Humanities,14.0,0.0,,,,
Sarah Lewis,Math and Logic,17.0,10.0,,,,
Jennifer Lopez,Math and Logic,15.0,7.0,,,,
Nancy Garcia,Physical Science and Engineering,15.0,0.0,,,,
Linda Gonzalez,Business,17.0,1.0,,,,
Betty Anderson,Physical Science and Engineering,12.0,7.0,,,,
Sarah Clark,Language Learning,17.0,8.0,,,,
Matthew Thompson,Information Technology,16.0,5.0,,,,
Donald Sanchez,Computer Science,14.0,0.0,,,,
Anthony Lee,Math and Logic,18.0,2.0,,,,
David Brown,Social Sciences,16.0,0.0,,,,
William Thompson,Arts and Humanities,13.0,5.0,,,,
Patricia Ramirez,Personal Development,17.0,0.0,,,,
David Brown,Data Science,15.0,2.0,,,,
Anthony Robinson,Computer Science,18.0,5.0,,,,
Donna Thomas,Language Learning,15.0,10.0,,,,
Andrew Perez,Math and Logic,14.0,4.0,,,,
Mark Garcia,Data Science,12.0,9.0,,,,
Michelle Gonzalez,Computer Science,17.0,7.0,,,,
Daniel Martin,Personal Development,13.0,2.0,,,,
Mary Ramirez,Data Science,16.0,10.0,,,,
William Thomas,Physical Science and Engineering,18.0,10.0,,,,
Ashley Brown,Personal Development,17.0,3.0,,,,
Anthony Anderson,Arts and Humanities,18.0,10.0,,,,
John Williams,Information Technology,13.0,9.0,,,,
Thomas Lee,Personal Development,16.0,2.0,,,,
Christopher Smith,Business,15.0,0.0,,,,
Kimberly Harris,Language Learning,14.0,1.0,,,,
Andrew White,Personal Development,17.0,0.0,,,,
Andrew Davis,Language Learning,17.0,10.0,,,,
Nancy Taylor,Math and Logic,13.0,2.0,,,,
Kimberly Thompson,Social Sciences,13.0,9.0,,,,
Michelle Brown,Health,18.0,7.0,,,,
Margaret Perez,Arts and Humanities,12.0,5.0,,,,
Jessica Thomas,Personal Development,18.0,9.0,,,,
Daniel Perez,Personal Development,13.0,9.0,,,,
Matthew Jones,Language Learning,15.0,7.0,,,,
Emily Lewis,Social Sciences,18.0,4.0,,,,
Michelle Johnson,Language Learning,17.0,10.0,,,,
James Lee,Business,14.0,7.0,,,,
David Taylor,Data Science,17.0,10.0,,,,
Donald Ramirez,Data Science,12.0,10.0,,,,
Ashley Ramirez,Business,16.0,10.0,,,,
David Williams,Physical Science and Engineering,17.0,5.0,,,,
Ashley Hernandez,Business,17.0,10.0,,,,
Jessica Hernandez,Personal Development,16.0,3.0,,,,
Sarah Johnson,Health,15.0,9.0,,,,
Steven Davis,Math and Logic,17.0,6.0,,,,
Emily Lee,Language Learning,18.0,5.0,,,,
Matthew Gonzalez,Arts and Humanities,13.0,9.0,,,,
Jessica Williams,Personal Development,12.0,7.0,,,,
Sandra Anderson,Social Sciences,16.0,4.0,,,,
Andrew Anderson,Language Learning,13.0,4.0,,,,
Jennifer Ramirez,Social Sciences,15.0,2.0,,,,
Ashley Anderson,Math and Logic,15.0,5.0,,,,
Christopher Brown,Data Science,15.0,2.0,,,,
Ashley White,Social Sciences,15.0,6.0,,,,
Mary Brown,Personal Development,12.0,10.0,,,,
Betty Wilson,Physical Science and Engineering,16.0,10.0,,,,
John Moore,Personal Development,17.0,10.0,,,,
Emily Smith,Language Learning,15.0,9.0,,,,
Jennifer Sanchez,Language Learning,15.0,4.0,,,,
Joshua Martin,Math and Logic,15.0,10.0,,,,
Karen Lewis,Computer Science,15.0,10.0,,,,
Steven Moore,Math and Logic,12.0,2.0,,,,
Susan Lee,Computer Science,12.0,0.0,,,,
Sandra Hernandez,Social Sciences,13.0,4.0,,,,
Lisa Clark,Physical Science and Engineering,14.0,1.0,,,,
Patricia Clark,Information Technology,17.0,6.0,,,,
Joseph Ramirez,Math and Logic,15.0,4.0,,,,
Sandra Hernandez,Language Learning,13.0,1.0,,,,
Emily Harris,Language Learning,14.0,5.0,,,,
Michelle Martin,Information Technology,13.0,3.0,,,,
Donald Thompson,Business,18.0,7.0,,,,
Lisa Thompson,Math and Logic,12.0,4.0,,,,
Mark Brown,Information Technology,13.0,0.0,,,,
Michael Harris,Computer Science,18.0,10.0,,,,
Joseph Smith,Physical Science and Engineering,18.0,5.0,,,,
Nancy Lopez,Data Science,18.0,1.0,,,,
Charles Moore,Health,13.0,3.0,,,,
Kimberly Lopez,Language Learning,13.0,3.0,,,,
Michael Johnson,Arts and Humanities,17.0,7.0,,,,
David Thomas,Information Technology,17.0,9.0,,,,
William Clark,Arts and Humanities,13.0,3.0,,,,
Anthony Brown,Information Technology,14.0,7.0,,,,
Thomas Martin,Health,16.0,6.0,,,,
Richard Miller,Language Learning,16.0,6.0,,,,
Linda Robinson,Math and Logic,16.0,9.0,,,,
Betty Miller,Data Science,12.0,10.0,,,,
Sandra Clark,Business,12.0,9.0,,,,
Richard Thompson,Personal Development,13.0,7.0,,,,
Nancy Brown,Information Technology,17.0,6.0,,,,
Anthony Johnson,Social Sciences,15.0,8.0,,,,
Donna Brown,Arts and Humanities,15.0,1.0,,,,
Mark Anderson,Computer Science,16.0,10.0,,,,
Donna Taylor,Personal Development,13.0,6.0,,,,
William Thomas,Computer Science,15.0,0.0,,,,
James Taylor,Math and Logic,15.0,8.0,,,,
Patricia Moore,Math and Logic,14.0,5.0,,,,
Margaret Clark,Information Technology,16.0,5.0,,,,
Donna Thomas,Information Technology,17.0,7.0,,,,
Steven Harris,Personal Development,12.0,1.0,,,,
Barbara Thompson,Language Learning,12.0,7.0,,,,
Donna Garcia,Information Technology,15.0,4.0,,,,
William Brown,Arts and Humanities,18.0,9.0,,,,
Matthew Perez,Language Learning,15.0,10.0,,,,
Joshua Martin,Data Science,16.0,0.0,,,,
Christopher Taylor,Personal Development,12.0,5.0,,,,
Matthew Wilson,Personal Development,14.0,8.0,,,,
Joshua Robinson,Arts and Humanities,13.0,4.0,,,,
Jessica Rodriguez,Language Learning,17.0,9.0,,,,
Betty Hernandez,Information Technology,14.0,6.0,,,,
Charles Anderson,Data Science,14.0,8.0,,,,
William Jones,Data Science,18.0,8.0,,,,
Anthony Martin,Physical Science and Engineering,15.0,1.0,,,,
Steven Martinez,Language Learning,12.0,4.0,,,,
Emily Ramirez,Personal Development,14.0,4.0,,,,
Christopher Thompson,Health,14.0,9.0,,,,
Emily Lee,Information Technology,12.0,9.0,,,,
Susan Miller,Business,16.0,0.0,,,,
Susan Martin,Math and Logic,13.0,8.0,,,,
Charles Perez,Language Learning,13.0,0.0,,,,
Daniel Robinson,Physical Science and Engineering,13.0,3.0,,,,
William Thompson,Math and Logic,18.0,5.0,,,,
Barbara Taylor,Language Learning,18.0,8.0,,,,
Paul Thompson,Business,14.0,6.0,,,,
Christopher Thompson,Arts and Humanities,12.0,2.0,,,,
Linda Harris,Math and Logic,15.0,4.0,,,,
Daniel Moore,Data Science,14.0,0.0,,,,
Donald Jackson,Math and Logic,18.0,10.0,,,,
Andrew Perez,Math and Logic,15.0,5.0,,,,
Anthony Perez,Health,14.0,7.0,,,,
Paul Martinez,Physical Science and Engineering,15.0,4.0,,,,
Margaret Sanchez,Business,14.0,4.0,,,,
James Taylor,Social Sciences,13.0,5.0,,,,
Michael Smith,Business,18.0,0.0,,,,
Matthew Jones,Math and Logic,18.0,9.0,,,,
Patricia Perez,Physical Science and Engineering,15.0,9.0,,,,
Patricia Miller,Arts and Humanities,18.0,9.0,,,,
Sarah Harris,Arts and Humanities,12.0,8.0,,,,
David Martinez,Personal Development,12.0,6.0,,,,
Thomas Jones,Physical Science and Engineering,16.0,3.0,,,,
Patricia Thompson,Math and Logic,15.0,2.0,,,,
Charles Miller,Information Technology,13.0,4.0,,,,
Paul Johnson,Personal Development,15.0,5.0,,,,
Daniel Clark,Business,18.0,3.0,,,,
Mark Brown,Business,13.0,5.0,,,,
Michelle Ramirez,Math and Logic,15.0,2.0,,,,
Emily Ramirez,Computer Science,13.0,7.0,,,,
Joseph White,Data Science,12.0,9.0,,,,
Emily Gonzalez,Social Sciences,16.0,1.0,,,,
Jessica Taylor,Language Learning,16.0,1.0,,,,
Charles Thompson,Data Science,18.0,1.0,,,,
Patricia Robinson,Physical Science and Engineering,18.0,1.0,,,,
Matthew Gonzalez,Physical Science and Engineering,14.0,0.0,,,,
Anthony Sanchez,Social Sciences,17.0,8.0,,,,
Christopher Moore,Social Sciences,17.0,5.0,,,,
Patricia Smith,Data Science,15.0,1.0,,,,
Thomas Miller,Language Learning,16.0,8.0,,,,
Michelle Ramirez,Arts and Humanities,17.0,4.0,,,,
Mark Clark,Information Technology,14.0,6.0,,,,
Joseph Robinson,Personal Development,14.0,10.0,,,,
Lisa Harris,Arts and Humanities,16.0,6.0,,,,
Donna Moore,Health,18.0,8.0,,,,
Joshua Miller,Data Science,13.0,9.0,,,,
Richard Martinez,Physical Science and Engineering,17.0,8.0,,,,
Mark Garcia,Personal Development,13.0,10.0,,,,
Robert Garcia,Social Sciences,15.0,5.0,,,,
Barbara White,Data Science,17.0,9.0,,,,
Steven Brown,Math and Logic,15.0,3.0,,,,
Matthew Johnson,Health,15.0,2.0,,,,
Margaret Rodriguez,Math and Logic,18.0,1.0,,,,
Emily Rodriguez,Data Science,14.0,3.0,,,,
William Garcia,Math and Logic,18.0,5.0,,,,
Donna Ramirez,Language Learning,12.0,9.0,,,,
Thomas Smith,Personal Development,14.0,6.0,,,,
Nancy Anderson,Social Sciences,16.0,1.0,,,,
Elizabeth Johnson,Arts and Humanities,12.0,8.0,,,,
Elizabeth Robinson,Health,12.0,10.0,,,,
Christopher Martin,Health,13.0,3.0,,,,
Patricia Harris,Language Learning,18.0,0.0,,,,
Michelle Clark,Personal Development,18.0,10.0,,,,
Karen Thomas,Computer Science,18.0,7.0,,,,
Andrew Moore,Physical Science and Engineering,16.0,3.0,,,,
Daniel Williams,Arts and Humanities,14.0,10.0,,,,
Christopher Taylor,Data Science,12.0,4.0,,,,
Joseph Garcia,Social Sciences,13.0,8.0,,,,
Kimberly Williams,Computer Science,17.0,0.0,,,,
Steven Garcia,Math and Logic,18.0,0.0,,,,
Anthony Moore,Math and Logic,14.0,2.0,,,,
Paul Gonzalez,Physical Science and Engineering,14.0,2.0,,,,
Jennifer Lopez,Data Science,12.0,10.0,,,,
Joseph Lewis,Language Learning,17.0,6.0,,,,
Susan Perez,Physical Science and Engineering,17.0,4.0,,,,
Nancy Hernandez,Information Technology,13.0,2.0,,,,
Lisa Martinez,Data Science,18.0,5.0,,,,
Susan Harris,Physical Science and Engineering,18.0,9.0,,,,
Michelle Taylor,Arts and Humanities,14.0,7.0,,,,
Donald Moore,Data Science,18.0,10.0,,,,
James Brown,Personal Development,14.0,2.0,,,,
Daniel Anderson,Data Science,17.0,0.0,,,,
Jessica Lewis,Arts and Humanities,14.0,5.0,,,,
Michelle Robinson,Personal Development,16.0,5.0,,,,
Michelle Davis,Health,15.0,4.0,,,,
John Perez,Health,15.0,8.0,,,,
Christopher Gonzalez,Physical Science and Engineering,13.0,2.0,,,,
Linda Gonzalez,Language Learning,13.0,9.0,,,,
Thomas Moore,Personal Development,16.0,8.0,,,,
Charles Smith,Math and Logic,16.0,7.0,,,,
Kimberly Clark,Physical Science and Engineering,13.0,8.0,,,,
Lisa Taylor,Computer Science,16.0,1.0,,,,
Steven Anderson,Health,12.0,9.0,,,,
Ashley Johnson,Language Learning,14.0,2.0,,,,
Charles Lewis,Computer Science,15.0,1.0,,,,
Richard Hernandez,Language Learning,18.0,4.0,,,,
Steven Williams,Arts and Humanities,13.0,7.0,,,,
Michael Garcia,Physical Science and Engineering,13.0,10.0,,,,
Paul Moore,Physical Science and Engineering,12.0,4.0,,,,
James Lee,Business,14.0,9.0,,,,
Robert Miller,Math and Logic,14.0,8.0,,,,
Susan Ramirez,Information Technology,14.0,4.0,,,,
Margaret Clark,Language Learning,15.0,7.0,,,,
Michael Miller,Social Sciences,17.0,4.0,,,,
Paul Clark,Arts and Humanities,17.0,6.0,,,,
Margaret Lee,Language Learning,17.0,0.0,,,,
Robert White,Physical Science and Engineering,12.0,4.0,,,,
Elizabeth Smith,Business,14.0,2.0,,,,
Sandra Thompson,Personal Development,17.0,9.0,,,,
Nancy Johnson,Physical Science and Engineering,15.0,3.0,,,,
Jennifer Williams,Information Technology,14.0,7.0,,,,
Patricia Garcia,Math and Logic,16.0,1.0,,,,
Thomas Moore,Social Sciences,18.0,7.0,,,,
Robert Jackson,Social Sciences,13.0,8.0,,,,
Joseph Robinson,Health,13.0,4.0,,,,
Thomas Wilson,Business,14.0,10.0,,,,
Matthew Anderson,Health,12.0,7.0,,,,
Betty Wilson,Social Sciences,12.0,2.0,,,,
Christopher Smith,Math and Logic,14.0,1.0,,,,
Matthew Perez,Personal Development,17.0,4.0,,,,
Linda Moore,Computer Science,18.0,6.0,,,,
James Lee,Math and Logic,16.0,1.0,,,,
Michelle Williams,Language Learning,15.0,7.0,,,,
Donna Johnson,Personal Development,16.0,2.0,,,,
Robert Lopez,Computer Science,16.0,7.0,,,,
Steven Brown,Computer Science,15.0,5.0,,,,
Charles Sanchez,Information Technology,16.0,8.0,,,,
Karen Martin,Personal Development,18.0,0.0,,,,
Jennifer Martinez,Information Technology,14.0,4.0,,,,
Mark Gonzalez,Data Science,13.0,5.0,,,,
Betty Clark,Business,12.0,2.0,,,,
Mary Thomas,Health,13.0,9.0,,,,
David Moore,Language Learning,18.0,2.0,,,,
Joseph Jones,Physical Science and Engineering,17.0,6.0,,,,
Betty Sanchez,Personal Development,12.0,7.0,,,,
Paul Martinez,Health,14.0,6.0,,,,
Elizabeth Martinez,Social Sciences,12.0,9.0,,,,
Lisa Smith,Business,16.0,8.0,,,,
Emily Ramirez,Computer Science,14.0,8.0,,,,
Emily Jones,Physical Science and Engineering,14.0,10.0,,,,
Linda Johnson,Health,13.0,9.0,,,,
James Jackson,Arts and Humanities,15.0,7.0,,,,
Joshua Gonzalez,Social Sciences,15.0,9.0,,,,
Paul Moore,Computer Science,17.0,8.0,,,,
Jennifer Martinez,Physical Science and Engineering,15.0,8.0,,,,
Susan White,Social Sciences,15.0,7.0,,,,
Daniel Miller,Information Technology,12.0,7.0,,,,
Anthony Lewis,Computer Science,16.0,5.0,,,,
Steven Jones,Physical Science and Engineering,13.0,4.0,,,,
David Garcia,Physical Science and Engineering,12.0,4.0,,,,
Joseph Martin,Health,17.0,5.0,,,,
Thomas Miller,Computer Science,16.0,8.0,,,,
Linda Garcia,Health,18.0,4.0,,,,
Andrew Ramirez,Data Science,14.0,7.0,,,,
Patricia Ramirez,Physical Science and Engineering,16.0,4.0,,,,
Emily Anderson,Personal Development,12.0,1.0,,,,
Emily Williams,Health,12.0,3.0,,,,
Charles Perez,Arts and Humanities,12.0,4.0,,,,
Robert Rodriguez,Information Technology,17.0,0.0,,,,
Michael Miller,Language Learning,17.0,1.0,,,,
Donna Thomas,Computer Science,16.0,9.0,,,,
Nancy Lopez,Health,15.0,2.0,,,,
William Perez,Arts and Humanities,13.0,9.0,,,,
Jessica Brown,Information Technology,12.0,3.0,,,,
Charles Martin,Physical Science and Engineering,14.0,6.0,,,,
Robert Lewis,Business,13.0,0.0,,,,
Richard Hernandez,Business,16.0,5.0,,,,
Ashley Anderson,Personal Development,12.0,9.0,,,,
Nancy Martin,Social Sciences,14.0,6.0,,,,
Karen Thompson,Data Science,12.0,2.0,,,,
Donna Jones,Math and Logic,12.0,7.0,,,,
Andrew Jackson,Computer Science,14.0,5.0,,,,
Lisa Sanchez,Social Sciences,13.0,10.0,,,,
Christopher Wilson,Computer Science,15.0,1.0,,,,
David Smith,Business,15.0,9.0,,,,
Christopher Davis,Physical Science and Engineering,16.0,3.0,,,,
Joseph Thompson,Data Science,15.0,4.0,,,,
Margaret Rodriguez,Information Technology,13.0,6.0,,,,
Lisa Jones,Arts and Humanities,17.0,3.0,,,,
Nancy Lewis,Personal Development,12.0,8.0,,,,
Donald Anderson,Language Learning,18.0,9.0,,,,
Mark Lopez,Computer Science,12.0,0.0,,,,
Karen Thomas,Personal Development,15.0,1.0,,,,
Emily Brown,Language Learning,18.0,2.0,,,,
Barbara Lee,Information Technology,16.0,4.0,,,,
Joshua Williams,Language Learning,12.0,8.0,,,,
Sarah Ramirez,Business,16.0,4.0,,,,
William Lewis,Personal Development,15.0,4.0,,,,
Paul Miller,Data Science,12.0,7.0,,,,
Thomas White,Information Technology,12.0,9.0,,,,
Robert White,Business,16.0,3.0,,,,
Robert Lewis,Social Sciences,17.0,6.0,,,,
Mary Ramirez,Physical Science and Engineering,15.0,10.0,,,,
Steven Lee,Data Science,17.0,5.0,,,,
Mary Clark,Health,16.0,6.0,,,,
Donna Jackson,Language Learning,14.0,1.0,,,,
Betty Harris,Language Learning,15.0,1.0,,,,
Donna Miller,Language Learning,14.0,5.0,,,,
John Moore,Physical Science and Engineering,13.0,6.0,,,,
Thomas Moore,Arts and Humanities,14.0,8.0,,,,
Paul Thomas,Data Science,18.0,6.0,,,,
Elizabeth Lopez,Data Science,15.0,2.0,,,,
Betty Davis,Physical Science and Engineering,18.0,2.0,,,,
Donna White,Language Learning,12.0,3.0,,,,
Charles Jones,Arts and Humanities,15.0,0.0,,,,
Sandra Taylor,Arts and Humanities,17.0,7.0,,,,
Steven Williams,Business,16.0,0.0,,,,
Betty Lopez,Physical Science and Engineering,17.0,10.0,,,,
Steven Smith,Personal Development,18.0,6.0,,,,
Jessica Ramirez,Language Learning,12.0,5.0,,,,
Michelle Perez,Arts and Humanities,13.0,9.0,,,,
David Harris,Information Technology,18.0,4.0,,,,
Steven Jones,Language Learning,15.0,8.0,,,,
Mark Garcia,Information Technology,18.0,0.0,,,,
Barbara Jackson,Social Sciences,16.0,5.0,,,,
Andrew Perez,Social Sciences,17.0,3.0,,,,
Elizabeth White,Data Science,13.0,1.0,,,,
Donald Lopez,Data Science,13.0,6.0,,,,
John Davis,Information Technology,18.0,0.0,,,,
Ashley Davis,Physical Science and Engineering,17.0,2.0,,,,
Robert Rodriguez,Language Learning,12.0,2.0,,,,
Lisa Davis,Physical Science and Engineering,14.0,7.0,,,,
John Perez,Math and Logic,14.0,10.0,,,,
Susan Taylor,Social Sciences,13.0,4.0,,,,
Lisa Gonzalez,Language Learning,17.0,3.0,,,,
Donald Robinson,Math and Logic,17.0,3.0,,,,
Sandra Lewis,Physical Science and Engineering,13.0,0.0,,,,
John Johnson,Personal Development,12.0,3.0,,,,
Christopher Brown,Arts and Humanities,15.0,7.0,,,,
Kimberly Lee,Physical Science and Engineering,12.0,10.0,,,,
Sarah Clark,Physical Science and Engineering,12.0,2.0,,,,
Thomas Jackson,Personal Development,13.0,10.0,,,,
Paul Jackson,Social Sciences,13.0,7.0,,,,
Barbara Gonzalez,Data Science,12.0,1.0,,,,
Matthew Lopez,Language Learning,13.0,8.0,,,,
Donna Lee,Data Science,16.0,6.0,,,,
Robert Taylor,Social Sciences,15.0,10.0,,,,
Thomas Gonzalez,Personal Development,18.0,10.0,,,,
Joseph Taylor,Computer Science,14.0,2.0,,,,
Betty Lopez,Computer Science,17.0,4.0,,,,
Daniel Thomas,Arts and Humanities,17.0,4.0,,,,
